Date,Open,High,Low,Close
2018-04-09,1570,1572.1,1551.6,1570.1
2018-04-10,1570.1,1570.7,1553,1568.5
2018-04-11,1578.6,1578.6,1570,1570
2018-04-12,1581,1581,1546.5,1551.7
2018-04-13,1558,1574.6,1544.5,1567
2018-04-16,1572.5,1576.4,1560.6,1562.6
2018-04-17,1571.5,1574,1561.7,1562.5
2018-04-18,1580,1581.2,1552.5,1558.4
2018-04-19,1552.3,1553,1523.1,1530
2018-04-20,1530.2,1542.2,1515,1535.1
2018-04-23,1527,1534.1,1501.8,1503
2018-04-24,1503,1516,1478,1478
2018-04-25,1475.9,1495.5,1463.1,1483.2
2018-04-26,1494.5,1508.5,1486,1508.4
2018-04-27,1517,1534.9,1505,1533
2018-04-30,1525,1526.5,1488.8,1493.5
2018-05-02,1482.9,1505,1469.2,1472.7
2018-05-03,1478.7,1488.7,1457.6,1460
2018-05-04,1464,1471.8,1421.2,1421.2
2018-05-08,1433,1453.4,1319.6,1345
2018-05-09,1356.8,1429.6,1337.2,1423.8
2018-05-10,1423.8,1429.9,1402.3,1417.3
2018-05-11,1416,1448.6,1411.9,1433.5
2018-05-14,1437.5,1440,1401,1401.5
2018-05-15,1416,1427.6,1405.4,1417
2018-05-16,1417.2,1434.3,1406.7,1412.3
2018-05-17,1420.5,1436,1410,1433.3
2018-05-18,1434.1,1456,1430.2,1450
2018-05-21,1452,1467.9,1447.3,1450.7
2018-05-23,1455,1457,1437.5,1448.5
2018-05-24,1452,1471.7,1450,1467.4
2018-05-25,1460,1484.5,1458.4,1482.5
2018-05-28,1478.7,1490.9,1470.4,1489.4
2018-05-29,1489.5,1500.2,1443.6,1458.7
2018-05-30,1471.5,1482.2,1439.6,1482.2
2018-05-31,1495,1495,1465.1,1487.5
2018-06-01,1482.2,1496.2,1479.1,1485.5
2018-06-04,1488.7,1490,1457.6,1473.5
2018-06-05,1473.9,1479.1,1453.6,1465.1
2018-06-07,1466.7,1492.7,1466,1489
2018-06-08,1487,1489,1461.7,1463.6
2018-06-11,1464,1476,1460,1465.9
2018-06-12,1467,1485.4,1458.7,1477.5
2018-06-14,1465,1479,1451.7,1453.8
2018-06-15,1455,1461,1448.3,1458.6
2018-06-18,1458.5,1459.5,1383,1412.3
2018-06-19,1404,1419.5,1360.5,1360.5
2018-06-20,1373.7,1421.7,1369,1416.4
2018-06-21,1416,1416.9,1380.8,1385.5
2018-06-22,1383,1411,1367.4,1411
2018-06-25,1404,1419.5,1392.7,1416.9
2018-06-26,1397.5,1415.2,1380.2,1409
2018-06-27,1409.2,1425.7,1388.9,1391.1
2018-06-28,1382,1396.8,1364,1364
2018-06-29,1379.1,1394.3,1357.1,1389
2018-07-02,1388,1389.9,1330,1333.4
2018-07-03,1350.5,1388.3,1321.9,1360
2018-07-04,1354.5,1363.6,1337.5,1359.7
2018-07-05,1354,1360.3,1325.4,1359.8
2018-07-06,1359.3,1399.1,1342.5,1388.2
2018-07-09,1388.2,1405.1,1380,1396.2
2018-07-10,1403.5,1403.7,1389.1,1389.8
2018-07-11,1375,1379.5,1352.3,1356.9
2018-07-12,1357.7,1385.6,1356.2,1381
2018-07-13,1380.2,1400,1378.5,1399.5
2018-07-16,1401.1,1404.1,1384.7,1390
2018-07-17,1391,1392.3,1368.3,1369.8
2018-07-18,1383.6,1390.3,1353.8,1355.8
2018-07-19,1367,1367,1324,1324
2018-07-20,1331.5,1340.8,1310.1,1318.7
2018-07-23,1318.7,1321.5,1245.1,1255
2018-07-24,1257,1272.8,1246.1,1246.1
2018-07-25,1251.4,1257.8,1206.3,1226
2018-07-26,1234,1257.8,1222.2,1254.6
2018-07-27,1256.8,1266,1248.2,1265
2018-07-30,1258,1259.1,1232.5,1244.9
2018-07-31,1220,1272,1219.9,1270
2018-08-01,1273,1305.2,1268.6,1296.4
2018-08-02,1296.4,1296.4,1268.2,1274.2
2018-08-03,1284,1294.8,1279.2,1294.8
2018-08-06,1286.6,1304,1267,1270.1
2018-08-07,1270.1,1284.6,1258.1,1284.6
2018-08-08,1289.1,1293.9,1267.4,1279.7
2018-08-09,1273.1,1297.1,1265.8,1297.1
2018-08-10,1291,1299.6,1274.8,1282
2018-08-13,1279.6,1279.6,1232.1,1245
2018-08-14,1243,1253.4,1233.7,1249.5
2018-08-16,1231.3,1252.5,1213.5,1248.5
2018-08-17,1257.1,1279.7,1248.5,1272.8
2018-08-20,1278.4,1288.6,1261,1261
2018-08-21,1265,1315.1,1265,1306.1
2018-08-22,1306.5,1318.5,1294.4,1294.7
2018-08-23,1297.7,1313.7,1286.6,1311.6
2018-08-24,1310,1333.3,1297.7,1328.8
2018-08-27,1333,1346,1328.4,1343.6
2018-08-28,1351.1,1357,1326.1,1326.1
2018-08-29,1330,1342.3,1325.5,1340.8
2018-08-30,1341.1,1352.7,1333.7,1343.7
2018-08-31,1338.2,1379.6,1332.6,1373.5
2018-09-03,1373.1,1377.8,1360.7,1372.5
2018-09-04,1375.5,1401.7,1372.4,1396.7
2018-09-05,1394.5,1399.5,1367,1369
2018-09-06,1369,1379.6,1357.2,1363.3
2018-09-07,1355.9,1373.2,1348.1,1362.5
2018-09-10,1359.8,1369.3,1358,1362.1
2018-09-11,1361.3,1383.5,1361.3,1380
2018-09-12,1385,1410.1,1382,1402.6
2018-09-13,1405.9,1410,1393.2,1402.6
2018-09-14,1410.7,1423.8,1401.8,1420.9
2018-09-17,1420.9,1423.6,1401.2,1408.2
2018-09-18,1401,1423.3,1398.8,1420.6
2018-09-19,1422.1,1422.1,1406.6,1415.9
2018-09-20,1418.4,1438.4,1394.6,1399
2018-09-21,1401.2,1412.7,1397.8,1410.3
2018-09-27,1406,1428.2,1406,1428.2
2018-09-28,1428.2,1434.8,1403.7,1405
2018-10-01,1409,1412.5,1387,1400
2018-10-02,1396.2,1398.8,1342.8,1345.9
2018-10-04,1348.2,1357,1321.6,1336
2018-10-05,1334,1345.5,1301.4,1310
2018-10-08,1308.8,1332.8,1293,1293.4
2018-10-10,1292.6,1305.3,1268,1274.5
2018-10-11,1230,1256.4,1219.5,1220.8
2018-10-12,1226,1272.6,1226,1269
2018-10-15,1269,1270,1229.3,1239
2018-10-16,1235.5,1262.8,1235.5,1253.6
2018-10-17,1281.1,1282,1250.4,1272.8
2018-10-18,1270.6,1270.6,1241.5,1248.5
2018-10-19,1235,1275.1,1224.6,1275.1
2018-10-22,1260,1284.1,1253,1283.2
2018-10-23,1273,1273.6,1228.8,1240
2018-10-24,1252.8,1258,1198.3,1205.8
2018-10-25,1169.7,1202,1160.4,1187.9
2018-10-26,1195.9,1203.5,1143.2,1144.6
2018-10-29,1160,1183.8,1111.5,1111.5
2018-10-30,1111,1147.2,1099.5,1137.6
2018-10-31,1146.5,1148,1118.7,1124
2018-11-01,1129.5,1149.9,1122.3,1125
2018-11-02,1137.3,1189.9,1136.8,1188.1
2018-11-05,1183,1196.9,1168.8,1195.4
2018-11-06,1197.4,1200,1167.5,1192.8
2018-11-07,1192.8,1202,1166.8,1166.8
2018-11-08,1192.1,1195,1175.9,1187
2018-11-09,1183.9,1183.9,1149.1,1154.1
2018-11-12,1141.8,1146.5,1117.8,1118.7
2018-11-13,1100.7,1128.5,1084.6,1116.3
2018-11-14,1116,1147.4,1105.2,1125.8
2018-11-15,1128.5,1157.8,1115.1,1157.8
2018-11-16,1159,1175.8,1152,1171.8
2018-11-19,1179.5,1199.5,1169,1196
2018-11-20,1180.1,1185.8,1165.1,1168.4
2018-11-21,1151.6,1185.1,1136.6,1183.8
2018-11-22,1177.7,1188.3,1167.9,1175.8
2018-11-23,1176,1186.1,1158.9,1161.8
2018-11-26,1162.2,1194.7,1162.2,1191
2018-11-27,1193.7,1202.3,1180.7,1197
2018-11-28,1200.3,1201.3,1189,1191.2
2018-11-29,1219.3,1219.8,1174.8,1177.5
2018-11-30,1179.9,1187.9,1172.1,1183.9
2018-12-03,1201.6,1222,1194.8,1216.5
2018-12-04,1215.6,1219.7,1199.4,1208.8
2018-12-05,1186.1,1201.1,1182.5,1191.5
2018-12-06,1186.2,1189.8,1150.9,1151.6
2018-12-07,1165,1178.3,1157.2,1172.8
2018-12-10,1152.8,1165.6,1143,1148.6
2018-12-11,1153.2,1155.1,1124.1,1128.3
2018-12-12,1131.4,1169.2,1131.4,1166.9
2018-12-13,1166.9,1168.8,1153.7,1163.4
2018-12-14,1156.1,1160,1121.7,1126.8
2018-12-17,1128.5,1131.5,1099.7,1120
2018-12-18,1105.5,1129.7,1102,1117.5
2018-12-19,1119.3,1155.6,1116,1149
2018-12-20,1137,1162.8,1132,1141.1
2018-12-21,1136.7,1158.4,1136,1155.1
2018-12-24,1150.2,1160.7,1145,1149.7
2018-12-26,1132,1165.5,1131,1165.5
2018-12-27,1192,1193.5,1154.9,1158.6
2018-12-28,1160.9,1165.9,1146,1159
2019-01-02,1174,1174.4,1134.7,1138.2
2019-01-03,1139.9,1145.5,1107.2,1109.2
2019-01-04,1109.1,1129.9,1095.1,1129
2019-01-07,1146,1149.5,1126.9,1141.3
2019-01-08,1138.8,1139,1120.2,1127.7
2019-01-09,1130.5,1147.4,1128.5,1140.1
2019-01-10,1138.8,1155.3,1134.1,1145.5
2019-01-11,1146.9,1153.1,1141.9,1150.8
2019-01-14,1146.9,1146.9,1128,1130.1
2019-01-15,1133,1149,1132.2,1144
2019-01-16,1144,1145.7,1130.1,1141.4
2019-01-17,1141,1146.7,1122.4,1124.6
2019-01-18,1130.3,1145.5,1127.5,1143.9
2019-01-21,1144.8,1145.2,1130.1,1134.5
2019-01-22,1134.6,1139.2,1128.6,1130.4
2019-01-23,1129.2,1135.1,1127.1,1127.4
2019-01-24,1129.7,1152.5,1128.8,1146
2019-01-25,1149,1168,1145.8,1159.1
2019-01-28,1160.9,1178.6,1160.3,1171
2019-01-29,1167.9,1171.3,1154.2,1167.1
2019-01-30,1167.1,1184.4,1165.6,1178.8
2019-01-31,1187.5,1195.8,1179.7,1185.3
2019-02-01,1187,1191.4,1180.8,1189
2019-02-07,1193.6,1213.5,1186.6,1210.6
2019-02-08,1206,1213.9,1200.8,1205
2019-02-11,1210.3,1223.2,1208.7,1222.3
2019-02-12,1221.4,1224.2,1208.3,1210.6
2019-02-13,1223.3,1234.9,1215.4,1233
2019-02-14,1231,1234.5,1221.9,1229
2019-02-15,1228.9,1233.8,1214.5,1220.5
2019-02-18,1230.4,1244.2,1229.9,1238.6
2019-02-19,1238,1246.9,1226.9,1245.3
2019-02-20,1247.3,1254.5,1242.5,1253.1
2019-02-21,1251.1,1252.3,1237.3,1241.3
2019-02-22,1239.8,1242,1227.2,1234.4
2019-02-25,1240.7,1251.8,1238.3,1251.8
2019-02-26,1250.2,1257,1241.1,1243
2019-02-27,1244.5,1257.8,1242.4,1256.6
2019-02-28,1258.3,1272.8,1210.3,1228
2019-03-04,1242.5,1270.3,1242.5,1264.6
2019-03-05,1260.2,1276.3,1258.4,1262.2
2019-03-06,1266,1267.4,1241.6,1255
2019-03-07,1248.1,1255,1221.4,1222.5
2019-03-08,1215.7,1231.8,1210.5,1224.1
2019-03-11,1225.3,1245.2,1211.7,1243.2
2019-03-12,1251.8,1278.8,1249.3,1275
2019-03-13,1272.9,1284.5,1263.3,1273.3
2019-03-14,1275.9,1286.2,1258,1263
2019-03-15,1256,1256.5,1230,1239.9
2019-03-18,1247.6,1255,1232.5,1245.4
2019-03-19,1244,1251.6,1224.2,1227.1
2019-03-20,1228.5,1231.1,1211.1,1230.6
2019-03-21,1229.5,1237.5,1210.4,1213.6
2019-03-22,1215.5,1221.4,1208.3,1215.9
2019-03-25,1192,1205,1182.6,1183.6
2019-03-26,1187.9,1204.4,1184.8,1201
2019-03-27,1199.8,1203.1,1178.6,1181.5
2019-03-28,1178,1183.3,1166,1167.5
2019-03-29,1170.5,1194.4,1163.1,1191.5
2019-04-01,1188.4,1204.8,1184.4,1198.5
2019-04-02,1203,1204.6,1195.8,1203.4
2019-04-03,1204,1224,1199.7,1223.3
2019-04-04,1223.3,1228.3,1209.5,1219.5
2019-04-05,1219.5,1225.5,1208.8,1211.5
2019-04-08,1215,1221.7,1203.4,1207.9
2019-04-09,1210.4,1218.2,1201.1,1215
2019-04-10,1209.6,1222.6,1208.1,1220
2019-04-11,1222.2,1233.7,1220.5,1229.2
2019-04-12,1224.6,1234.2,1221.1,1227.7
2019-04-15,1230.3,1232,1220.6,1226.6
2019-04-16,1227,1227.5,1214.6,1226
2019-04-17,1226.1,1230,1221.7,1226.8
2019-04-18,1225.4,1225.9,1193.2,1201.1
2019-04-19,1205,1218,1203.2,1217.5
2019-04-22,1218,1226.3,1209.9,1219.2
2019-04-23,1215.3,1220.3,1206.4,1215.1
2019-04-24,1222.4,1223.7,1200.8,1208.6
2019-04-25,1205.5,1207,1195.5,1196
2019-04-26,1191.2,1197.7,1182,1182
2019-04-29,1188,1207.8,1182.9,1203
2019-04-30,1199.5,1210,1189.8,1207.8
2019-05-02,1202,1212.5,1198.4,1208.6
2019-05-03,1206.4,1212.7,1199.6,1205
2019-05-07,1194,1201.5,1183.9,1185
2019-05-08,1174,1187,1169.8,1170.1
2019-05-09,1173,1176.2,1137.1,1139.1
2019-05-10,1141.1,1155.7,1122.4,1138.5
2019-05-13,1130,1138.2,1105,1105
2019-05-14,1093,1121.9,1092.5,1106.9
2019-05-15,1112.8,1141.7,1108,1140
2019-05-16,1140,1145,1114.7,1121
2019-05-17,1127,1137.2,1106.7,1110.1
2019-05-20,1110.8,1117.9,1083.5,1089.1
2019-05-21,1082.1,1100.1,1082.1,1091.7
2019-05-22,1094.5,1100.1,1086.7,1092.6
2019-05-23,1093.4,1095.7,1070.3,1073.3
2019-05-24,1070,1075.5,1055,1062
2019-05-27,1063.6,1072.1,1052.4,1060.9
2019-05-28,1060,1088.5,1060,1088.5
2019-05-29,1082,1083.8,1057.4,1061
2019-05-30,1061.9,1070.8,1052.5,1060.9
2019-05-31,1054,1084.2,1053.3,1075.2
2019-06-03,1071,1081.6,1066.4,1080.3
2019-06-04,1078.5,1087.3,1076.3,1081.6
2019-06-05,1093.5,1098.4,1082.8,1091
2019-06-07,1091,1097.6,1083.9,1093.9
2019-06-10,1098.8,1102.5,1091.6,1101.4
2019-06-11,1099.6,1116.3,1099.4,1114
2019-06-12,1115,1115,1099.2,1102.5
2019-06-13,1101.9,1116,1094.3,1114.5
2019-06-14,1103.7,1106.7,1087.9,1090.3
2019-06-17,1092.3,1093.8,1083,1084.9
2019-06-18,1085,1090.2,1068.4,1071.1
2019-06-19,1081.5,1086.4,1074,1082.3
2019-06-20,1083.6,1099,1082,1097.7
2019-06-21,1096,1098.3,1082.2,1085
2019-06-24,1087.2,1089,1074.8,1077.5
2019-06-25,1077.5,1079.5,1062.9,1070.6
2019-06-26,1069.8,1079.5,1062.6,1067.3
2019-06-27,1067.3,1075.1,1030.6,1032
2019-06-28,1031.6,1036.9,1008.4,1008.4
2019-07-01,1029.1,1042.3,1020.6,1040.1
2019-07-02,1037,1043.3,1023.2,1031.7
2019-07-03,1031.5,1034.6,1019.8,1027.4
2019-07-04,1025,1029.3,1006.6,1021.4
2019-07-05,1021.2,1034.9,1012.6,1032.2
2019-07-08,1028,1028,995.8,998
2019-07-09,997.6,1006.1,972,974.9
2019-07-10,980,996.6,974.3,984.6
2019-07-11,986.2,1001,981.4,999.9
2019-07-12,997.2,1009,990.1,1001.4
2019-07-15,1000.6,1001,985.6,990.1
2019-07-16,990.2,1005.8,989.1,999
2019-07-17,994.8,996.5,981,983.3
2019-07-18,982.4,992.1,975.5,981.7
2019-07-19,987.2,1007,987.1,1005.8
2019-07-22,1000.2,1006.1,996.2,1000.1
2019-07-23,1001,1009.1,989.8,994.2
2019-07-24,993.8,1002.2,982.5,985.5
2019-07-25,983.9,988.5,968.8,974.6
2019-07-26,969.3,973.6,956.6,962.7
2019-07-29,961.5,963,929.1,931.4
2019-07-30,931.1,947.4,931.1,934.7
2019-07-31,933.7,945,911.1,943.1
2019-08-01,938.1,948,926.2,928.3
2019-08-02,904,912.6,890.3,892.5
2019-08-05,891.5,891.5,800,810.1
2019-08-06,786.4,846,786.4,801.5
2019-08-07,815.8,846,798.8,822.1
2019-08-08,831,851.6,824.5,848.2
2019-08-09,852,857.8,840.3,848.2
2019-08-12,845,852.3,835.5,849.3
2019-08-13,841.2,843.8,833.2,837.1
2019-08-14,855.4,855.7,847.5,852.6
2019-08-16,843,852.2,839.4,847.6
2019-08-19,850,857.5,846.4,855.5
2019-08-20,854,878.9,850.9,872
2019-08-21,870,894.3,868.5,892
2019-08-22,894.2,898.6,882.9,887.1
2019-08-23,877.1,888.6,876.1,878.5
2019-08-26,855.5,860.8,832,835.8
2019-08-27,845,854.1,840.4,845.1
2019-08-28,845,881.2,842.3,873.8
2019-08-29,874.4,885.3,862,871.4
2019-08-30,888.3,894.1,884,887.7
2019-09-02,883.1,910.7,883.1,906.9
2019-09-03,905,915.9,900.3,902.9
2019-09-04,902.5,920.4,900.6,917.6
2019-09-05,923,931.7,921.1,926.8
2019-09-06,931.8,932.4,918,924
2019-09-09,926.5,928.8,912.7,915.6
2019-09-10,918,919.7,901.6,907
2019-09-11,908.5,927.7,908.5,926.9
2019-09-16,930,942.3,917.7,941.1
2019-09-17,940.1,957,934.2,947.3
2019-09-18,947.6,954.3,940.9,941
2019-09-19,941.6,956.2,934.3,941.6
2019-09-20,943.5,949.7,939.1,946.7
2019-09-23,945,945.5,934.4,937
2019-09-24,921.6,927.5,902.6,908
2019-09-25,902.4,913.8,884,892
2019-09-26,902.4,913.5,889.2,906.3
2019-09-27,903.5,904.6,888.8,898.7
2019-09-30,899.8,903.8,883.2,894.3
2019-10-01,896,924.9,896,922
2019-10-02,913.7,921.1,903.8,903.8
2019-10-04,905.9,919.7,896.1,906.4
2019-10-07,915.1,948.2,911,940.1
2019-10-08,943.6,956.2,932.7,954.2
2019-10-10,946,952.9,937.1,946
2019-10-11,953,959.5,941.4,945.7
2019-10-14,961.9,970.8,952.8,965
2019-10-15,961,977.6,960.2,972
2019-10-16,978.7,983.6,976.3,981.1
2019-10-17,981.1,984.7,964.4,968.7
2019-10-18,974.5,974.5,958.5,963.4
2019-10-21,961.5,983.8,960.2,983
2019-10-22,987.7,1021.8,986.3,1007
2019-10-23,1006.3,1038.6,1004.2,1038.6
2019-10-24,1039.8,1042.6,997.3,1026.8
2019-10-25,1022.4,1024.3,996.9,997.5
2019-10-28,1002.5,1011.5,993.2,1001
2019-10-29,1008.7,1015.7,996.7,1013.5
2019-10-30,1015.4,1018.6,1005.5,1009.8
2019-10-31,1013.3,1025.4,1008.4,1014.2
2019-11-01,1012.8,1023,1005.5,1021.5
2019-11-04,1028.7,1036.5,1025,1033.5
2019-11-05,1032.4,1045.8,1025.3,1043.4
2019-11-06,1040.7,1043,1022.9,1024.5
2019-11-07,1022.5,1026.6,1012.3,1018.2
2019-11-08,1024.4,1028.2,1010,1017.5
2019-11-11,1017.7,1020,1001.8,1005
2019-11-12,1007,1017.7,1003.6,1014.4
2019-11-13,1013,1014.5,998,1002.3
2019-11-14,1003.9,1010.8,996.8,1006.2
2019-11-15,1005.2,1023,997.4,1020.2
2019-11-18,1023.1,1026.2,1011.8,1019.1
2019-11-19,1017.6,1017.6,996.5,999.3
2019-11-20,995.7,1000.6,971,975
2019-11-21,973.5,973.5,945.1,956.9
2019-11-22,954.9,960.1,939.1,952.2
2019-11-25,959.9,977.8,957.3,977.8
2019-11-26,982,990.6,978,985.2
2019-11-27,986.6,987,970.1,977.1
2019-11-28,971.5,975.3,955.8,955.8
2019-11-29,956.4,963.2,936.4,941.1
2019-12-02,946.1,958.9,942.8,955.5
2019-12-03,942.8,945.5,933.1,933.1
2019-12-04,927.1,938.3,924.9,931.7
2019-12-05,936.7,940.8,914.6,924.1
2019-12-06,924.3,943.1,924.3,941.4
2019-12-09,944,947.1,934.9,941
2019-12-10,936,941.1,931.4,936.7
2019-12-11,933.9,945,932.9,935.2
2019-12-12,942.5,966.6,937.6,961.5
2019-12-13,959.2,970.5,955.7,962
2019-12-16,961,963.3,953.5,953.9
2019-12-17,962.5,974.3,958.6,972.9
2019-12-18,973.3,978,963.3,967.2
2019-12-19,967.7,978.8,959.4,972.3
2019-12-20,974.6,978.4,968.4,977.1
2019-12-23,980.9,988.5,978.3,983.8
2019-12-24,982.1,984.5,965.8,966.5
2019-12-26,968.3,995.5,964.2,995.5
2019-12-27,995.7,1017.5,994.6,1013.2
2019-12-30,1013.2,1029.8,1009.9,1027.7
2020-01-02,1033.9,1035.2,1013.9,1028
2020-01-03,1037.1,1040,1010.5,1013.2
2020-01-06,1000.1,1001.8,981.1,981.4
2020-01-07,989.7,1007.3,989.3,1007.3
2020-01-08,996.9,997,965.1,967.7
2020-01-09,999,1013.1,993.7,1011.4
2020-01-10,1018.8,1026.3,1006,1026.3
2020-01-13,1026.3,1030.7,1017.8,1028.4
2020-01-14,1034.3,1044.9,1022.6,1022.7
2020-01-15,1023.1,1028.6,1017.8,1022.9
2020-01-16,1019.4,1035.6,1015.9,1033.4
2020-01-17,1040,1042.7,1028.6,1030.3
2020-01-20,1036,1040,1020.3,1023
2020-01-21,1022.9,1026.7,1004.4,1010.7
2020-01-22,1008,1035.5,1007.9,1035.5
2020-01-23,1026.7,1028,1015.2,1018.2
2020-01-28,975,990.4,974.2,982
2020-01-29,991.5,998.6,981.7,995.7
2020-01-30,991.3,996.8,967,970.5
2020-01-31,978.1,989.9,952.2,957
2020-02-03,941,972,938.9,970.8
2020-02-04,970,992.1,970,990
2020-02-05,996.3,1001.1,978.8,989.2
2020-02-06,999.7,1010.3,992.8,1008.5
2020-02-07,1008.5,1010.9,997.8,1005.3
2020-02-10,1000,1016.4,995.4,1015
2020-02-11,1015,1027.3,1014.8,1023.1
2020-02-12,1025.5,1031.5,1019.4,1025.9
2020-02-13,1033,1037.3,1018.9,1025.2
2020-02-14,1024.9,1035.6,1021.5,1027.1
2020-02-17,1025.3,1034.1,1023.5,1031.6
2020-02-18,1026.3,1028.8,1012,1012.6
2020-02-19,1019.9,1022.3,999.3,1018.2
2020-02-20,1020.8,1023.3,1001.5,1011.2
2020-02-21,993.2,1004.7,982,982.7
2020-02-24,963,970.6,939.4,943.8
2020-02-25,943.9,979.8,937.8,975.9
2020-02-26,956.6,985.8,954.3,978.2
2020-02-27,979,994.5,951.5,963.2
2020-02-28,950,954.1,920.7,927.9
2020-03-02,938,956.7,920.3,951.8
2020-03-03,980,980,948,951
2020-03-04,940.4,968.4,940.4,964.2
2020-03-05,977.3,982.6,967.1,978.6
2020-03-06,970.1,974.6,957.9,966.9
2020-03-09,940,956.3,926.8,928.7
2020-03-10,926.4,950,920,950
2020-03-11,950.1,951.9,902.7,906
2020-03-12,902,911,853.3,859.5
2020-03-13,786.9,852.1,761.1,816.2
2020-03-16,828.6,846.1,788.7,792.7
2020-03-17,756.4,836.2,756.4,831.5
2020-03-18,825.6,842.3,765,771.5
2020-03-19,802.6,808,677.1,697.2
2020-03-20,725.1,772,706.5,762
2020-03-23,715.1,752.5,709.9,717.6
2020-03-24,743.6,801.9,741.1,794.9
2020-03-25,820.9,828,794.7,821
2020-03-26,823,867.1,811.3,829.8
2020-03-27,860,865.9,804,841.8
2020-03-30,830,862.4,813.9,849.1
2020-03-31,864.5,908,862.6,903.2
2020-04-01,901,922.2,858.7,864.6
2020-04-02,865,907.1,855.4,900.4
2020-04-03,904.1,914.1,889.2,905.6
2020-04-06,917.8,944.3,912.9,937.3
2020-04-07,952,958.1,927.2,945.3
2020-04-08,943.7,955.4,932.8,938.2
2020-04-09,953.6,954.9,939.8,950.6
2020-04-10,951.8,953.7,918.8,938.6
2020-04-13,937.1,940.6,917.3,922
2020-04-14,930.7,950.2,926.4,943
2020-04-16,938,975.6,933.7,975.6
2020-04-17,988.9,990.6,970.7,984.2
2020-04-20,986.7,993.3,975.1,981.4
2020-04-21,978.3,989,936.8,970.6
2020-04-22,956.1,984.3,953.3,976.6
2020-04-23,983.5,994.3,977.8,988.8
2020-04-24,982,992.1,966.6,969.2
2020-04-27,976.2,995.9,976.2,991.1
2020-04-28,994.8,998.9,976.1,986.3
2020-04-29,990,991.3,980.7,986
2020-05-04,970.5,990.5,965.1,973.3
2020-05-06,979.4,1007.1,979.4,1005
2020-05-07,1005.1,1022,1000.3,1016.5
2020-05-08,1024.1,1048.8,1021.6,1045.1
2020-05-11,1050.2,1063.2,1035.3,1052.8
2020-05-12,1053.7,1055.3,1035.1,1047.3
2020-05-13,1037.1,1061.8,1035,1058.8
2020-05-14,1054,1064.8,1046.9,1056.4
2020-05-15,1065.3,1067.9,1048.8,1058
2020-05-18,1063.9,1067.2,1043.9,1049.7
2020-05-19,1060,1063.3,1046,1059.9
2020-05-20,1061.3,1078.7,1056.6,1075.2
2020-05-21,1082,1087.6,1078.8,1084.3
2020-05-22,1086.2,1087.5,1064.5,1075.6
2020-05-25,1082.8,1090.7,1068,1087.9
2020-05-26,1093,1105.5,1084.6,1102.6
2020-05-27,1101,1106.8,1089.6,1095.5
2020-05-28,1101.5,1102.2,1055.8,1073.4
2020-05-29,1071,1086.8,1062,1081.6
2020-06-01,1087.2,1135.2,1086.3,1130.4
2020-06-02,1133.7,1154.8,1128.9,1149.5
2020-06-03,1162.8,1170.4,1135.2,1148.3
2020-06-04,1156,1160.7,1137.7,1155.4
2020-06-05,1154.2,1169.6,1143.4,1164.1
2020-06-08,1172,1182.1,1160.6,1176.4
2020-06-09,1182,1182.5,1160,1176.4
2020-06-10,1175.9,1192.3,1171.6,1182
2020-06-11,1189.6,1210.8,1180.5,1193.6
2020-06-12,1137.9,1173.5,1135,1160.1
2020-06-15,1155.4,1164.8,1076.6,1076.6
2020-06-16,1117.1,1165,1114.7,1147.4
2020-06-17,1150.7,1173.9,1131.4,1155.9
2020-06-18,1160.3,1166.4,1147.2,1154.5
2020-06-19,1162,1165.3,1139.2,1158.4
2020-06-22,1157.4,1187.3,1155,1179.5
2020-06-23,1190.3,1202.4,1169,1189.2
2020-06-24,1196.4,1207.7,1181.5,1192.8
2020-06-25,1176,1190.3,1170,1172.3
2020-06-26,1189.5,1190.4,1166.6,1181
2020-06-29,1170,1177.6,1148.5,1155
2020-06-30,1168,1170.1,1146,1160.1
2020-07-01,1166.4,1166.9,1134.4,1138.2
2020-07-02,1141.4,1164.5,1141.3,1159.7
2020-07-03,1167,1179,1154.7,1176.5
2020-07-06,1180.2,1189.5,1172,1187.4
2020-07-07,1191.1,1203,1183,1192.1
2020-07-08,1192.8,1201.4,1186.1,1198.7
2020-07-09,1211.1,1213.1,1199.5,1205.8
2020-07-10,1209.8,1212.9,1192,1208.3
2020-07-13,1220,1220.4,1205.1,1215.3
2020-07-14,1210.1,1219.8,1203.8,1207.4
2020-07-15,1216.4,1219.6,1203.6,1213.4
2020-07-16,1213.4,1215.7,1188.1,1201.4
2020-07-17,1201.7,1218.3,1200.3,1216.1
2020-07-20,1219.2,1223.4,1207,1213.1
2020-07-21,1224,1238.8,1220.3,1230.3
2020-07-22,1232.1,1239.5,1219.2,1236
2020-07-23,1236.6,1257.4,1230.1,1253.1
2020-07-24,1247.5,1258.2,1232.1,1240.2
2020-07-27,1238.2,1259.8,1238.2,1253
2020-07-28,1262.6,1273.3,1257.7,1269.5
2020-07-29,1269.9,1271.5,1257.3,1264.7
2020-07-30,1269.1,1272.9,1257.8,1263.4
2020-07-31,1269.1,1272.6,1262.6,1267.9
2020-08-03,1272.1,1291,1261.3,1289.3
2020-08-04,1297.6,1303.7,1292.4,1299.3
2020-08-05,1305.5,1332.9,1302,1332.9
2020-08-06,1340.2,1348.2,1329.2,1344.4
2020-08-07,1348.3,1353,1331.2,1353
2020-08-10,1358.7,1362,1343.8,1355.3
